
Fall2021-2022(202210),11846,INDE,411,1,Intr.toProjectManagement,3,3,EA,44,13,1530,1650,BECHTA,211,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Sfeir,,,
Fall2021-2022(202210),11847,INDE,412,1,EngineeringEntrepreneurship,3,3,EA,46,9,1731,2030,BECHTA,204,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maurice,Mattar,,,
Fall2021-2022(202210),13062,INDE,412,2,EngineeringEntrepreneurship,3,3,EA,0,0,1731,2030,BECHTA,211,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),11848,INDE,421,1,HumanFactorsEngineering,3,3,EA,44,1,1401,1515,MAMC,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Saif,Al-Qaisi,,,
Fall2021-2022(202210),11849,INDE,501,1,FinalYearProjectI,3,3,EA,43,2,1731,1829,BECHTA,212,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hussein,Tarhini,,,
Fall2021-2022(202210),11850,INDE,504,1,DiscreteEventSimulation,4,4,EA,47,-2,0800,0929,SRB,413,.,T,.,R,.,.,.,0931,1059,BECHTA,110,.,T,.,R,.,.,.,Bacel,Maddah,,,
Fall2021-2022(202210),11851,INDE,513,1,InformationSystem,3,3,EA,44,1,1400,1515,IOEC,217,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hussein,Tarhini,,,
Fall2021-2022(202210),11852,INFO,200,1,FoundationsofInformat.Syst.,3,3,SB,34,-1,1100,1215,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,SemaanNasr,,,
Fall2021-2022(202210),11853,INFO,200,2,FoundationsofInformat.Syst.,3,3,SB,31,2,1230,1345,OSB,207,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,SemaanNasr,,,
Fall2021-2022(202210),11854,INFO,200,3,FoundationsofInformat.Syst.,3,3,SB,33,0,0800,0915,OSB,211,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,,
Fall2021-2022(202210),11855,INFO,200,4,FoundationsofInformat.Syst.,3,3,SB,33,0,0930,1045,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,,
Fall2021-2022(202210),11856,INFO,200,5,FoundationsofInformat.Syst.,3,3,SB,30,3,1400,1515,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wissam,Sammouri,,,
Fall2021-2022(202210),11857,INFO,200,6,FoundationsofInformat.Syst.,3,3,SB,31,2,1530,1645,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Harry,Halpin,,,
Fall2021-2022(202210),13044,INFO,200,7,FoundationsofInformat.Syst.,3,3,SB,28,5,1400,1515,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,ElKhazen,,,
Fall2021-2022(202210),11858,INFO,226,1,Syst.Develop.&DatabaseDesign,3,3,SB,19,6,1100,1215,OSB,334,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Randa,Salamoun,,,
Fall2021-2022(202210),11859,INFO,227,1,SocialMediainDigitalManagm,3,3,SB,9,-1,1400,1515,OSB,236,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leila,KhauliHanna,,,
Fall2021-2022(202210),11860,INFO,235,1,Introduct.toAIforBusiness,3,3,SB,29,1,1700,1815,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,ElKhazen,,,
Fall2021-2022(202210),13053,INFO,250K,1,Int.toBlockchainforBusiness,3,3,SB,32,-7,1230,1345,OSB,207,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Harry,Halpin,,,
Fall2021-2022(202210),13171,INFP,300,1,MBAIntegrativeFoundat.Period,0,0,SB,36,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13172,INFP,300,9,MBAIntegrativeFoundat.Period,0,0,SB,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13181,ISLM,300,1,Grad.Sem.inQur'anicStudies,3,3,AS,2,3,1530,1759,NICELY,101,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Radwan,ElSayedAhmad,,,
Fall2021-2022(202210),13170,ISLM,303,1,SeminarinIslamicEthics,3,3,AS,1,4,1530,1645,BLISS,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bashshar,Haydar,,,
Fall2021-2022(202210),11863,ISLM,304,1,SociologyofIslam,3,3,AS,6,4,1400,1629,NICELY,412,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
Fall2021-2022(202210),13160,ISLM,325,1,GraduateSeminarinSufism,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13473,ISLM,395A,1,IslamicStud.Compr.Exam,0,0,AS,1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
Fall2021-2022(202210),11864,ISLM,399A,1,MAinIslamicStudiesThesis,6,0,AS,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
Spring2021-2022(202220),21718,IDTH,308,0,Neuroscience,6,6,FM,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,Al-Chaer,,,
Spring2021-2022(202220),21719,INDE,301,1,EngineeringEconomy,3,3,EA,44,1,1100,1150,BECHTA,204,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21720,INDE,301,2,EngineeringEconomy,3,3,EA,16,29,1100,1215,BECHTA,204,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21721,INDE,301,3,EngineeringEconomy,3,3,EA,0,0,0800,0915,BECHTA,211,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21722,INDE,301,4,EngineeringEconomy,3,3,EA,15,30,0800,0850,BECHTA,111,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21723,INDE,301,5,EngineeringEconomy,3,3,EA,0,0,0900,0950,BECHTA,111,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21724,INDE,301,6,EngineeringEconomy,3,3,EA,19,26,0800,0850,BECHTA,212,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21725,INDE,303,1,OperationsResearchII,3,3,EA,48,2,0930,1045,BECHTA,204,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Nouiehed,,,
Spring2021-2022(202220),21726,INDE,320,1,WorkMeasurement&MethodsEng,3,3,EA,48,2,1601,1729,BECHTA,204,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NadineMarie,Moacdieh,,,
Spring2021-2022(202220),21727,INDE,402,1,FacilityPlann.&MaterialHandl,3,3,EA,46,4,1731,1859,BECHTA,211,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21728,INDE,410,1,EngineeringEthics,3,3,EA,17,28,0900,0950,BECHTA,212,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21729,INDE,410,2,EngineeringEthics,3,3,EA,14,31,0800,0850,BECHTA,204,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21730,INDE,410,3,EngineeringEthics,3,3,EA,36,9,0930,1045,BECHTA,211,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21731,INDE,410,4,EngineeringEthics,3,3,EA,45,0,0800,0915,BECHTA,204,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21732,INDE,410,5,EngineeringEthics,3,3,EA,24,21,0800,0850,BECHTA,211,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21733,INDE,410,6,EngineeringEthics,3,3,EA,45,0,0900,0950,BECHTA,204,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21734,INDE,412,1,EngineeringEntrepreneurship,3,3,EA,45,0,1731,1859,BECHTA,204,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21735,INDE,430,1,StatisticalQualityControl,3,3,EA,47,3,1601,1729,BECHTA,211,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NadineMarie,Moacdieh,,,
Spring2021-2022(202220),21736,INDE,431,1,Product.Planning&Invent.Contr,3,3,EA,43,7,1231,1359,BECHTA,204,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Moueen,Salameh,,,
Spring2021-2022(202220),21737,INDE,502,1,FinalYearProjectII,3,3,EA,29,26,1301,1359,BECHTA,211,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hussein,Tarhini,,,
Spring2021-2022(202220),21738,INDE,534,1,ManufacturingSystemsAnalysis,3,3,EA,32,13,1401,1529,BECHTA,202,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),21739,INDE,535,1,DataAnalyt.forO.R.&Finan.Eng,3,3,EA,35,10,1100,1215,SRB,413,.,T,.,R,.,.,.,1731,2000,BECHTA,204,.,.,.,R,.,.,.,Maysaa,Jaafar,,,
Spring2021-2022(202220),21740,INFO,200,1,FoundationsofInformat.Syst.,3,3,SB,24,4,0800,0915,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,,
Spring2021-2022(202220),21741,INFO,200,2,FoundationsofInformat.Syst.,3,3,SB,28,0,0930,1045,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mona,Zoughaib,,,
Spring2021-2022(202220),21742,INFO,200,3,FoundationsofInformat.Syst.,3,3,SB,28,0,1100,1215,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Randa,Salamoun,,,
Spring2021-2022(202220),21743,INFO,200,4,FoundationsofInformat.Syst.,3,3,SB,28,0,1400,1515,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,SemaanNasr,,,
Spring2021-2022(202220),21744,INFO,200,5,FoundationsofInformat.Syst.,3,3,SB,27,1,1530,1645,OSB,206,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elie,SemaanNasr,,,
Spring2021-2022(202220),21745,INFO,225,1,EnterpriseSyst.Design&Implem,3,3,SB,32,0,1530,1645,OSB,206,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fouad,Zablith,,,
Spring2021-2022(202220),21746,INFO,235,1,Introduct.toAIforBusiness,3,3,SB,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Spring2021-2022(202220),22863,INFO,250G,1,GovernmentalAnalytics,3,3,SB,31,4,1530,1645,OSB,334,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wissam,Sammouri,,,
Spring2021-2022(202220),21747,IPEC,300,1,Inter-Profess.Edu.&Collab.I,1,1,MH,39,6,1200,1359,VANDYK,203,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hala,Ghattas,,,
Spring2021-2022(202220),20012,IPEC,300,2,Inter-Profess.Edu.&Collab.I,1,1,MH,34,31,1200,1350,.,.,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nour,Alayan,,,
Spring2021-2022(202220),21748,ISLM,301,1,SourcesandMethods,3,3,AS,3,2,1700,1930,COLL,406,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Orfali,,,
Spring2021-2022(202220),21749,ISLM,395A,1,IslamicStud.Compr.Exam,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
Spring2021-2022(202220),21750,ISLM,396J,1,Sp.Tp:Psychology&Religion,3,3,AS,3,9,1530,1645,NICELY,415,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghena,Ismail,,,
Spring2021-2022(202220),21751,ISLM,396K,1,ST.Pol.ClassicalIslam,3,3,AS,1,4,1400,1630,NICELY,206,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Emma,Gannage,,,
Spring2021-2022(202220),21752,ISLM,399A,1,MAinIslamicStudiesThesis,6,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,,,
Spring2021-2022(202220),22995,ISLM,399B,1,MAinIslamicStudiesThesis,6,0,AS,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sari,Hanafi,
